checkpoint,path,global_step,num_codes,psnr_mean,psnr_std,psnr_min,psnr_max,fvd
checkpoint_step_5000,/media/skr/storage/robot_world/Genie/Genie_SKR/checkpoints/lam/run_20260103_073359/checkpoint_step_5000.pt,5000,3,21.904395612080894,0.15354319659381677,21.558067321777344,22.140609741210938,198.82785170703258
checkpoint_step_10000,/media/skr/storage/robot_world/Genie/Genie_SKR/checkpoints/lam/run_20260103_073359/checkpoint_step_10000.pt,10000,3,28.001914723714194,0.35356867960949995,26.776229858398438,28.49432945251465,68.41881648412145
checkpoint_step_15000,/media/skr/storage/robot_world/Genie/Genie_SKR/checkpoints/lam/run_20260103_073359/checkpoint_step_15000.pt,15000,3,28.53099625905355,0.5662143614801377,27.123897552490234,29.56057357788086,25.72150388711369
checkpoint_step_20000,/media/skr/storage/robot_world/Genie/Genie_SKR/checkpoints/lam/run_20260103_073359/checkpoint_step_20000.pt,20000,3,28.13398329416911,0.5056514025234374,26.811046600341797,28.637474060058594,37.34827734694662
checkpoint_step_25000,/media/skr/storage/robot_world/Genie/Genie_SKR/checkpoints/lam/run_20260103_073359/checkpoint_step_25000.pt,25000,3,28.584762827555338,0.40294581409776475,27.873842239379883,29.71562957763672,44.60896022890936
checkpoint_step_30000,/media/skr/storage/robot_world/Genie/Genie_SKR/checkpoints/lam/run_20260103_073359/checkpoint_step_30000.pt,30000,3,28.38014488220215,0.4827923477159971,26.832456588745117,29.071924209594727,50.62589473555176
